"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-06-14 20:25:00,379.797856667,-0.961206667,47.301380000,41.831533333,50.325303333,43.651306667,23.023433333,38.632090000,35.835206667,15.922510000,19.428553333,22.728730000,22.765443333,18.352366667,-0.961206667
2018-06-14 20:20:00,396.487783333,0.030573333,52.099866667,47.508630000,55.291380000,42.920846667,22.689160000,38.085203333,35.336830000,15.061843333,18.973023333,24.924716667,24.632350000,18.963933333,0.030573333
2018-06-14 20:15:00,392.092763333,1.820070000,54.726880000,50.009493333,57.969650000,41.053006667,20.926440000,36.115363333,33.364596667,12.723483333,17.498586667,24.794480000,24.051093333,18.859690000,1.820070000
2018-06-14 20:10:00,383.858136667,3.831583333,49.595770000,44.413993333,52.331513333,41.059180000,20.374430000,36.109596667,33.900313333,13.532703333,18.149393333,26.932546667,26.729893333,20.728803333,3.831583333
2018-06-14 20:05:00,381.882240000,6.144860000,50.538990000,45.471150000,53.404060000,42.652006667,22.097136667,38.239370000,35.287726667,14.574573333,18.990603333,22.428640000,21.972893333,16.225090000,6.144860000
2018-06-14 20:00:00,407.742580000,8.461816667,55.551626667,50.480093333,57.537316667,42.884606667,22.531323333,38.581596667,35.478626667,15.001993333,19.405113333,24.477813333,25.593020000,20.219450000,8.461816667
2018-06-14 19:55:00,387.466393333,8.239003333,53.666186667,48.163443333,55.329526667,41.422163333,21.352320000,36.636830000,33.263590000,12.831833333,17.404863333,23.853300000,24.512310000,19.030026667,8.239003333
2018-06-14 19:50:00,365.761900000,11.622843333,49.002346667,42.648133333,50.614030000,40.839193333,20.893666667,36.097450000,33.757983333,12.770403333,17.395100000,20.792206667,25.088943333,15.862443333,11.622843333
2018-06-14 19:45:00,379.760620000,13.759356667,51.009366667,44.889323333,52.548290000,42.590426667,21.577893333,37.196793333,34.464176667,14.131493333,17.925996667,22.229136667,23.661690000,17.536033333,13.759356667
2018-06-14 19:40:00,404.457670000,13.866996667,53.677400000,48.872990000,56.589603333,43.935053333,22.436656667,38.426863333,36.670820000,16.090233333,19.946993333,23.947480000,24.833156667,19.030420000,13.866996667
